,pupID,outcome,age.challenge,sex,chal.time,litterID,chal.status,weight.challenge,dob.pups,v18.hour.post.challenge,v18.weight,v18.energy.high,v18.energy.low,v18.righting.response.high,v18.righting.response.low,v24.hour.post.challenge,v24.weight,v24.energy.high,v24.energy.low,v24.righting.response.high,v24.righting.response.low,weight.change.0.24,weight.change.0.18,weight.change.18.24,direction.of.weight.change.18.24,change.righting.high,change.righting.low,removed
97,F2.m.F1.2017-01-31,die,8,m,4:35 PM,F1.2017-01-31,challenged,3.87,1/31/17,15.42,3.89,mobile,mobile,ftr,ftr,24.25,3.66,mobile,mobile,ftr,ftr,-0.21,0.02,-0.23,lose,ftr.to.ftr,ftr.to.ftr,keep
98,F3.f.F1.2017-01-31,live,8,f,4:35 PM,F1.2017-01-31,challenged,4.14,1/31/17,15.42,4.1,mobile,lethargic,rights,rights,24.25,4.04,mobile,mobile,rights,rights,-0.1,-0.04,-0.06,lose,rights.to.rights,rights.to.rights,keep
99,R1.m.F1.2017-01-31,die,8,m,4:35 PM,F1.2017-01-31,challenged,4.23,1/31/17,15.42,4.05,lethargic,lethargic,ftr,ftr,24.25,3.87,lethargic,lethargic,ftr,ftr,-0.36,-0.18,-0.18,lose,ftr.to.ftr,ftr.to.ftr,keep
100,R2.f.F1.2017-01-31,die,8,f,4:35 PM,F1.2017-01-31,challenged,3.99,1/31/17,15.42,3.83,lethargic,lethargic,rights,rights,24.25,3.66,mobile,lethargic,ftr,ftr,-0.33,-0.16,-0.17,lose,rights.to.ftr,rights.to.ftr,keep
101,F1.m.F2.2017-02-02,die,7,m,4:30 PM,F2.2017-02-02,challenged,4.03,2/2/17,15.33,3.77,mobile,mobile,ftr,ftr,24.33,3.63,lethargic,non mobile,ftr,ftr,-0.4,-0.26,-0.14,lose,ftr.to.ftr,ftr.to.ftr,keep
102,F3.m.F2.2017-02-02,die,7,m,4:30 PM,F2.2017-02-02,challenged,3.37,2/2/17,15.33,3.29,mobile,mobile,ftr,ftr,24.33,3.08,mobile,mobile,ftr,ftr,-0.29,-0.08,-0.21,lose,ftr.to.ftr,ftr.to.ftr,keep
103,R1.m.F2.2017-02-02,die,7,m,4:30 PM,F2.2017-02-02,challenged,2.98,2/2/17,15.33,2.86,mobile,mobile,ftr,ftr,24.33,2.76,mobile,mobile,ftr,ftr,-0.22,-0.12,-0.1,lose,ftr.to.ftr,ftr.to.ftr,keep
104,R2.m.F2.2017-02-02,live,7,m,4:30 PM,F2.2017-02-02,challenged,2.29,2/2/17,15.33,2.23,mobile,mobile,ftr,ftr,24.33,2.18,lethargic,lethargic,rights,rights,-0.11,-0.06,-0.05,lose,ftr.to.rights,ftr.to.rights,keep
105,F1.f.G1.2017-02-23,live,7,f,4:50 PM,G1.2017-02-23,challenged,3.73,2/23/17,18.92,4.11,lethargic,lethargic,rights,rights,24.92,4.16,mobile,mobile,rights,ftr,0.43,0.38,0.05,gain,rights.to.rights,rights.to.ftr,remove
106,F1.m.F9.2017-02-23,die,7,m,6:20 PM,F9.2017-02-23,challenged,3.35,2/23/17,17.58,3.13,mobile,mobile,ftr,ftr,23.67,3.09,mobile,lethargic,ftr,ftr,-0.26,-0.22,-0.04,lose,ftr.to.ftr,ftr.to.ftr,keep
107,F2.f.G1.2017-02-23,live,7,f,4:50 PM,G1.2017-02-23,challenged,3.86,2/23/17,18.92,3.62,lethargic,mobile,rights,ftr,24.92,3.55,mobile,mobile,rights,rights,-0.31,-0.24,-0.07,lose,rights.to.rights,ftr.to.rights,remove
108,F2.m.F9.2017-02-23,live,7,m,6:20 PM,F9.2017-02-23,challenged,3.6,2/23/17,17.58,3.27,mobile,mobile,ftr,ftr,23.67,3.25,mobile,mobile,rights,rights,-0.35,-0.33,-0.02,lose,ftr.to.rights,ftr.to.rights,keep
109,F4.f.F9.2017-02-23,live,7,f,6:20 PM,F9.2017-02-23,challenged,3.18,2/23/17,17.58,3.02,non mobile,mobile,rights,ftr,23.67,2.94,mobile,lethargic,rights,rights,-0.24,-0.16,-0.08,lose,rights.to.rights,ftr.to.rights,keep
110,F4.f.G1.2017-02-23,live,7,f,4:50 PM,G1.2017-02-23,challenged,3.27,2/23/17,18.92,3.16,mobile,mobile,rights,ftr,24.92,2.99,mobile,lethargic,rights,rights,-0.28,-0.11,-0.17,lose,rights.to.rights,ftr.to.rights,remove
111,F5.m.F9.2017-02-23,die,7,m,6:20 PM,F9.2017-02-23,challenged,2.25,2/23/17,17.58,2.1,non mobile,non mobile,rights,rights,23.67,2,non mobile,non mobile,ftr,ftr,-0.25,-0.15,-0.1,lose,rights.to.ftr,rights.to.ftr,keep
112,R1.f.G1.2017-02-23,live,7,f,4:50 PM,G1.2017-02-23,challenged,3.97,2/23/17,18.92,3.77,mobile,mobile,rights,ftr,24.92,3.69,lethargic,lethargic,rights,rights,-0.28,-0.2,-0.08,lose,rights.to.rights,ftr.to.rights,remove
113,R1.m.F9.2017-02-23,live,7,m,6:20 PM,F9.2017-02-23,challenged,3.33,2/23/17,17.58,3.13,non mobile,mobile,rights,ftr,23.67,3.02,mobile,mobile,rights,rights,-0.31,-0.2,-0.11,lose,rights.to.rights,ftr.to.rights,keep
114,R2.m.G1.2017-02-23,live,7,m,4:50 PM,G1.2017-02-23,challenged,4.13,2/23/17,18.92,3.88,mobile,mobile,rights,rights,24.92,3.73,mobile,mobile,rights,rights,-0.4,-0.25,-0.15,lose,rights.to.rights,rights.to.rights,remove
115,R3.f.G1.2017-02-23,live,7,f,4:50 PM,G1.2017-02-23,challenged,3.48,2/23/17,18.92,3.33,mobile,mobile,rights,rights,24.92,3.28,mobile,lethargic,rights,rights,-0.2,-0.15,-0.05,lose,rights.to.rights,rights.to.rights,remove
116,R3.m.F9.2017-02-23,live,7,m,6:20 PM,F9.2017-02-23,challenged,3.46,2/23/17,17.58,3.29,non mobile,non mobile,rights,rights,23.67,3.23,mobile,mobile,rights,rights,-0.23,-0.17,-0.06,lose,rights.to.rights,rights.to.rights,keep
117,R4.f.G1.2017-02-23,live,7,f,4:50 PM,G1.2017-02-23,challenged,3.92,2/23/17,18.92,3.68,mobile,mobile,ftr,ftr,24.92,3.56,mobile,mobile,rights,rights,-0.36,-0.24,-0.12,lose,ftr.to.rights,ftr.to.rights,remove
118,R5.m.F9.2017-02-23,live,7,m,6:20 PM,F9.2017-02-23,challenged,3.03,2/23/17,17.58,3,lethargic,lethargic,rights,rights,23.67,3.03,mobile,mobile,rights,rights,0,-0.03,0.03,gain,rights.to.rights,rights.to.rights,keep
119,R6.f.F9.2017-02-23,live,7,f,6:20 PM,F9.2017-02-23,challenged,2.86,2/23/17,17.58,2.84,lethargic,mobile,rights,ftr,23.67,2.79,lethargic,lethargic,rights,ftr,-0.07,-0.02,-0.05,lose,rights.to.rights,ftr.to.ftr,keep
120,F1.f.G8.2017-02-27,live,8,f,6:00 PM,G8.2017-02-27,challenged,4.11,2/27/17,18,3.88,mobile,mobile,ftr,ftr,24.5,3.72,lethargic,mobile,rights,ftr,-0.39,-0.23,-0.16,lose,ftr.to.rights,ftr.to.ftr,remove
121,F1.f.G9.2017-02-27,live,8,f,6:15 PM,G9.2017-02-27,challenged,3.93,2/27/17,17.92,3.72,non mobile,mobile,rights,ftr,24.5,3.84,mobile,mobile,rights,rights,-0.09,-0.21,0.12,gain,rights.to.rights,ftr.to.rights,keep
122,F2.m.G8.2017-02-27,live,8,m,6:00 PM,G8.2017-02-27,challenged,3.88,2/27/17,18,3.69,mobile,mobile,rights,rights,24.5,3.52,mobile,mobile,rights,rights,-0.36,-0.19,-0.17,lose,rights.to.rights,rights.to.rights,remove
123,F2.m.G9.2017-02-27,die,8,m,6:15 PM,G9.2017-02-27,challenged,3.92,2/27/17,17.92,3.71,non mobile,mobile,rights,ftr,24.5,3.5,non mobile,lethargic,rights,ftr,-0.42,-0.21,-0.21,lose,rights.to.rights,ftr.to.ftr,keep
124,F3.f.G8.2017-02-27,live,8,f,6:00 PM,G8.2017-02-27,challenged,4.22,2/27/17,18,4.29,lethargic,lethargic,rights,rights,24.5,4.23,mobile,mobile,rights,rights,0.01,0.07,-0.06,lose,rights.to.rights,rights.to.rights,remove
125,F3.f.G9.2017-02-27,live,8,f,6:15 PM,G9.2017-02-27,challenged,4.08,2/27/17,17.92,4.13,lethargic,lethargic,rights,rights,24.5,4.06,non mobile,non mobile,rights,rights,-0.02,0.05,-0.07,lose,rights.to.rights,rights.to.rights,keep
126,R1.f.G8.2017-02-27,live,8,f,6:00 PM,G8.2017-02-27,challenged,4.26,2/27/17,18,4.09,mobile,lethargic,rights,rights,24.5,4.06,mobile,mobile,rights,rights,-0.2,-0.17,-0.03,lose,rights.to.rights,rights.to.rights,remove
127,R1.f.G9.2017-02-27,live,8,f,6:15 PM,G9.2017-02-27,challenged,4.16,2/27/17,17.92,3.99,lethargic,mobile,rights,ftr,24.5,3.82,lethargic,mobile,rights,ftr,-0.34,-0.17,-0.17,lose,rights.to.rights,ftr.to.ftr,keep
128,R2.f.G8.2017-02-27,live,8,f,6:00 PM,G8.2017-02-27,challenged,4.48,2/27/17,18,4.18,mobile,mobile,rights,ftr,24.5,4.18,mobile,mobile,rights,rights,-0.3,-0.3,0,lose,rights.to.rights,ftr.to.rights,remove
129,R2.m.G9.2017-02-27,live,8,m,6:15 PM,G9.2017-02-27,challenged,4.16,2/27/17,17.92,4,non mobile,mobile,rights,ftr,24.5,4.02,mobile,mobile,rights,rights,-0.14,-0.16,0.02,gain,rights.to.rights,ftr.to.rights,keep
130,R3.f.G9.2017-02-27,live,8,f,6:15 PM,G9.2017-02-27,challenged,4.19,2/27/17,17.92,4.08,lethargic,lethargic,rights,rights,24.5,4.11,lethargic,lethargic,rights,rights,-0.08,-0.11,0.03,gain,rights.to.rights,rights.to.rights,keep
131,F1.m.F6.2017-03-09,live,8,m,6:30 PM,F6.2017-03-09,challenged,4.06,3/9/17,18.5,4.1,lethargic,lethargic,rights,rights,22.17,4.14,lethargic,lethargic,rights,rights,0.08,0.04,0.04,gain,rights.to.rights,rights.to.rights,keep
132,F2.m.F6.2017-03-09,live,8,m,6:30 PM,F6.2017-03-09,challenged,3.95,3/9/17,18.5,3.75,non mobile,non mobile,rights,rights,22.17,3.73,mobile,mobile,rights,rights,-0.22,-0.2,-0.02,lose,rights.to.rights,rights.to.rights,keep
133,F4.m.F6.2017-03-09,live,8,m,6:30 PM,F6.2017-03-09,challenged,4.14,3/9/17,18.5,4.12,mobile,lethargic,rights,rights,22.17,4.13,mobile,mobile,rights,rights,-0.01,-0.02,0.01,gain,rights.to.rights,rights.to.rights,keep
134,F5.m.F6.2017-03-09,live,8,m,6:30 PM,F6.2017-03-09,challenged,4.01,3/9/17,18.5,4.06,lethargic,non mobile,rights,rights,22.17,4.03,lethargic,non mobile,rights,rights,0.02,0.05,-0.03,lose,rights.to.rights,rights.to.rights,keep
135,R1.m.F6.2017-03-09,live,8,m,6:30 PM,F6.2017-03-09,challenged,3.88,3/9/17,18.5,3.77,lethargic,lethargic,rights,rights,22.17,3.64,mobile,mobile,rights,rights,-0.24,-0.11,-0.13,lose,rights.to.rights,rights.to.rights,keep
136,R2.m.F6.2017-03-09,live,8,m,6:30 PM,F6.2017-03-09,challenged,4.06,3/9/17,18.5,3.89,lethargic,lethargic,rights,rights,22.17,3.8,lethargic,non mobile,rights,rights,-0.26,-0.17,-0.09,lose,rights.to.rights,rights.to.rights,keep
137,R3.f.F6.2017-03-09,die,8,f,6:30 PM,F6.2017-03-09,challenged,3.95,3/9/17,18.5,3.98,mobile,non mobile,rights,rights,22.17,3.96,lethargic,lethargic,rights,rights,0.01,0.03,-0.02,lose,rights.to.rights,rights.to.rights,keep
138,R4.m.F6.2017-03-09,live,8,m,6:30 PM,F6.2017-03-09,challenged,3.85,3/9/17,18.5,3.76,non mobile,non mobile,rights,rights,22.17,3.71,non mobile,non mobile,rights,rights,-0.14,-0.09,-0.05,lose,rights.to.rights,rights.to.rights,keep
139,R5.f.F6.2017-03-09,live,8,f,6:30 PM,F6.2017-03-09,challenged,4.25,3/9/17,18.5,4.19,non mobile,non mobile,rights,rights,22.17,4.13,lethargic,lethargic,rights,rights,-0.12,-0.06,-0.06,lose,rights.to.rights,rights.to.rights,keep
140,F1.f.G5.2017-03-10,live,8,f,4:10 PM,G5.2017-03-10,challenged,3.51,3/10/17,15.33,3.37,lethargic,lethargic,rights,rights,25.67,3.57,mobile,lethargic,rights,rights,0.06,-0.14,0.2,gain,rights.to.rights,rights.to.rights,keep
141,F2.m.G5.2017-03-10,live,8,m,4:10 PM,G5.2017-03-10,challenged,3.17,3/10/17,15.33,3.09,mobile,mobile,ftr,ftr,25.67,3.12,mobile,mobile,rights,rights,-0.05,-0.08,0.03,gain,ftr.to.rights,ftr.to.rights,keep
142,F3.f.G5.2017-03-10,live,8,f,4:10 PM,G5.2017-03-10,challenged,3.44,3/10/17,15.33,3.38,mobile,mobile,ftr,ftr,25.67,3.37,non mobile,non mobile,rights,rights,-0.07,-0.06,-0.01,lose,ftr.to.rights,ftr.to.rights,keep
143,F4.m.G5.2017-03-10,live,8,m,4:10 PM,G5.2017-03-10,challenged,3.69,3/10/17,15.33,3.61,lethargic,lethargic,rights,rights,25.67,3.61,mobile,mobile,rights,rights,-0.08,-0.08,0,lose,rights.to.rights,rights.to.rights,keep
144,R1.m.G6.2017-03-10,die,8,m,4:25 PM,G6.2017-03-10,challenged,4.21,3/10/17,15.17,4.13,non mobile,non mobile,rights,rights,25.25,3.84,non mobile,lethargic,rights,ftr,-0.37,-0.08,-0.29,lose,rights.to.rights,rights.to.ftr,keep
145,R2.f.G6.2017-03-10,live,8,f,4:25 PM,G6.2017-03-10,challenged,3.97,3/10/17,15.17,3.86,lethargic,lethargic,rights,rights,25.25,3.8,mobile,non mobile,rights,rights,-0.17,-0.11,-0.06,lose,rights.to.rights,rights.to.rights,keep
146,R3.m.G6.2017-03-10,live,8,m,4:25 PM,G6.2017-03-10,challenged,4.27,3/10/17,15.17,4.19,lethargic,mobile,rights,ftr,25.25,4.03,mobile,mobile,rights,rights,-0.24,-0.08,-0.16,lose,rights.to.rights,ftr.to.rights,keep
147,F1.f.F9.2017-03-15,die,8,f,5:30 PM,F9.2017-03-15,challenged,3.26,3/15/17,18.42,3.24,mobile,mobile,ftr,ftr,23.83,3.16,lethargic,lethargic,ftr,ftr,-0.1,-0.02,-0.08,lose,ftr.to.ftr,ftr.to.ftr,keep
148,F1.m.G1.2017-03-15,live,8,m,4:30 PM,G1.2017-03-15,challenged,5.07,3/15/17,15.42,5.03,lethargic,lethargic,rights,rights,24.25,4.82,mobile,mobile,rights,rights,-0.25,-0.04,-0.21,lose,rights.to.rights,rights.to.rights,keep
149,F1.m.G2.2017-03-15,live,8,m,4:43 PM,G2.2017-03-15,challenged,4.14,3/15/17,15.12,4.11,lethargic,lethargic,ftr,ftr,24.2,3.85,lethargic,lethargic,rights,rights,-0.29,-0.03,-0.26,lose,ftr.to.rights,ftr.to.rights,keep
150,F2.f.F9.2017-03-15,die,8,f,5:30 PM,F9.2017-03-15,challenged,3.2,3/15/17,18.42,3.125,lethargic,mobile,rights,ftr,23.83,2.98,lethargic,lethargic,rights,rights,-0.22,-0.075,-0.145,lose,rights.to.rights,ftr.to.rights,keep
151,F2.m.G1.2017-03-15,die,8,m,4:30 PM,G1.2017-03-15,challenged,4.7,3/15/17,15.42,4.64,non mobile,lethargic,rights,ftr,24.25,4.5,non mobile,non mobile,ftr,ftr,-0.2,-0.06,-0.14,lose,rights.to.ftr,ftr.to.ftr,keep
152,F2.m.G2.2017-03-15,die,8,m,4:43 PM,G2.2017-03-15,challenged,4.01,3/15/17,15.12,3.82,lethargic,mobile,rights,ftr,24.2,3.63,mobile,mobile,rights,rights,-0.38,-0.19,-0.19,lose,rights.to.rights,ftr.to.rights,keep
153,F3.m.F9.2017-03-15,die,8,m,5:30 PM,F9.2017-03-15,challenged,3.74,3/15/17,18.42,3.44,lethargic,lethargic,rights,rights,23.83,3.39,non mobile,non mobile,rights,rights,-0.35,-0.3,-0.05,lose,rights.to.rights,rights.to.rights,keep
154,F3.m.G1.2017-03-15,die,8,m,4:30 PM,G1.2017-03-15,challenged,5.25,3/15/17,15.42,5.13,lethargic,lethargic,rights,rights,24.25,4.91,non mobile,non mobile,rights,ftr,-0.34,-0.12,-0.22,lose,rights.to.rights,rights.to.ftr,keep
155,F3.m.G2.2017-03-15,die,8,m,4:43 PM,G2.2017-03-15,challenged,3.81,3/15/17,15.12,3.74,lethargic,mobile,rights,ftr,24.2,3.67,non mobile,non mobile,rights,rights,-0.14,-0.07,-0.07,lose,rights.to.rights,ftr.to.rights,keep
156,F4.f.F9.2017-03-15,die,8,f,5:30 PM,F9.2017-03-15,challenged,3.6,3/15/17,18.42,3.55,mobile,mobile,ftr,ftr,23.83,3.55,non mobile,non mobile,rights,rights,-0.05,-0.05,0,lose,ftr.to.rights,ftr.to.rights,keep
157,F4.f.G2.2017-03-15,die,8,f,4:43 PM,G2.2017-03-15,challenged,4.07,3/15/17,15.12,4.03,non mobile,lethargic,rights,ftr,24.2,3.9,non mobile,non mobile,ftr,ftr,-0.17,-0.04,-0.13,lose,rights.to.ftr,ftr.to.ftr,keep
158,F5.m.F9.2017-03-15,live,8,m,5:30 PM,F9.2017-03-15,challenged,3.25,3/15/17,18.42,3.12,lethargic,non mobile,ftr,ftr,23.83,3.12,mobile,mobile,rights,rights,-0.13,-0.13,0,lose,ftr.to.rights,ftr.to.rights,keep
159,F5.m.G2.2017-03-15,die,8,m,4:43 PM,G2.2017-03-15,challenged,4.08,3/15/17,15.12,3.98,lethargic,mobile,rights,ftr,24.2,3.83,non mobile,non mobile,rights,rights,-0.25,-0.1,-0.15,lose,rights.to.rights,ftr.to.rights,keep
160,F6.f.F9.2017-03-15,die,8,f,5:30 PM,F9.2017-03-15,challenged,3.36,3/15/17,18.42,3.31,lethargic,lethargic,rights,ftr,23.83,3.25,non mobile,lethargic,rights,ftr,-0.11,-0.05,-0.06,lose,rights.to.rights,ftr.to.ftr,keep
161,R1.f.F9.2017-03-15,die,8,f,5:30 PM,F9.2017-03-15,challenged,3.68,3/15/17,18.42,3.63,mobile,mobile,rights,ftr,23.83,3.51,non mobile,non mobile,rights,rights,-0.17,-0.05,-0.12,lose,rights.to.rights,ftr.to.rights,keep
162,R1.m.G1.2017-03-15,die,8,m,4:30 PM,G1.2017-03-15,challenged,4.91,3/15/17,15.42,4.87,lethargic,mobile,rights,ftr,24.25,4.6,lethargic,lethargic,rights,rights,-0.31,-0.04,-0.27,lose,rights.to.rights,ftr.to.rights,keep
163,R1.m.G2.2017-03-15,die,8,m,4:43 PM,G2.2017-03-15,challenged,4.11,3/15/17,15.12,4.07,mobile,lethargic,ftr,ftr,24.2,3.95,lethargic,lethargic,ftr,ftr,-0.16,-0.04,-0.12,lose,ftr.to.ftr,ftr.to.ftr,keep
164,R2.m.G2.2017-03-15,die,8,m,4:43 PM,G2.2017-03-15,challenged,4.2,3/15/17,15.12,4.18,lethargic,mobile,rights,ftr,24.2,3.97,lethargic,lethargic,rights,ftr,-0.23,-0.02,-0.21,lose,rights.to.rights,ftr.to.ftr,keep
165,R3.f.F9.2017-03-15,live,8,f,5:30 PM,F9.2017-03-15,challenged,4.33,3/15/17,18.42,4.11,non mobile,non mobile,rights,rights,23.83,3.98,lethargic,lethargic,rights,rights,-0.35,-0.22,-0.13,lose,rights.to.rights,rights.to.rights,keep
166,R3.f.G2.2017-03-15,die,8,f,4:43 PM,G2.2017-03-15,challenged,4.04,3/15/17,15.12,3.99,non mobile,non mobile,rights,rights,24.2,3.87,non mobile,non mobile,rights,ftr,-0.17,-0.05,-0.12,lose,rights.to.rights,rights.to.ftr,keep
167,R4.m.F9.2017-03-15,die,8,m,5:30 PM,F9.2017-03-15,challenged,3.46,3/15/17,18.42,3.33,mobile,mobile,ftr,ftr,23.83,3.3,non mobile,non mobile,rights,rights,-0.16,-0.13,-0.03,lose,ftr.to.rights,ftr.to.rights,keep
168,R4.m.G2.2017-03-15,die,8,m,4:43 PM,G2.2017-03-15,challenged,3.98,3/15/17,15.12,3.97,lethargic,lethargic,ftr,ftr,24.2,3.88,non mobile,non mobile,ftr,ftr,-0.1,-0.01,-0.09,lose,ftr.to.ftr,ftr.to.ftr,keep
169,R5.f.F9.2017-03-15,live,8,f,5:30 PM,F9.2017-03-15,challenged,3.73,3/15/17,18.42,3.53,non mobile,mobile,rights,ftr,23.83,3.52,lethargic,lethargic,rights,rights,-0.21,-0.2,-0.01,lose,rights.to.rights,ftr.to.rights,keep
170,F1.f.F8.2017-03-16,die,7,f,5:15 PM,F8.2017-03-16,challenged,3.13,3/16/17,18.25,3.06,mobile,mobile,ftr,ftr,24,3,non mobile,non mobile,ftr,ftr,-0.13,-0.07,-0.06,lose,ftr.to.ftr,ftr.to.ftr,keep
171,F1.f.G3.2017-03-16,die,7,f,4:55 PM,G3.2017-03-16,challenged,3.16,3/16/17,18.33,3.07,mobile,mobile,rights,ftr,24.08,2.91,mobile,mobile,ftr,ftr,-0.25,-0.09,-0.16,lose,rights.to.ftr,ftr.to.ftr,keep
172,F2.f.F7.2017-03-16,die,7,f,5:00 PM,F7.2017-03-16,challenged,2.81,3/16/17,18.33,2.69,mobile,mobile,ftr,ftr,24.08,2.66,mobile,lethargic,ftr,ftr,-0.15,-0.12,-0.03,lose,ftr.to.ftr,ftr.to.ftr,remove
173,F2.f.G3.2017-03-16,die,7,f,4:55 PM,G3.2017-03-16,challenged,2.77,3/16/17,18.33,2.75,mobile,mobile,ftr,ftr,24.08,2.69,mobile,lethargic,ftr,ftr,-0.08,-0.02,-0.06,lose,ftr.to.ftr,ftr.to.ftr,keep
174,F3.f.F8.2017-03-16,die,7,f,5:15 PM,F8.2017-03-16,challenged,2.85,3/16/17,18.25,2.78,mobile,mobile,ftr,ftr,24,2.69,non mobile,mobile,rights,ftr,-0.16,-0.07,-0.09,lose,ftr.to.rights,ftr.to.ftr,keep
175,F4.f.G3.2017-03-16,live,7,f,4:55 PM,G3.2017-03-16,challenged,3,3/16/17,18.33,2.93,mobile,mobile,ftr,ftr,24.08,2.86,lethargic,mobile,rights,ftr,-0.14,-0.07,-0.07,lose,ftr.to.rights,ftr.to.ftr,keep
176,F4.m.F8.2017-03-16,live,7,m,5:15 PM,F8.2017-03-16,challenged,2.91,3/16/17,18.25,2.85,lethargic,mobile,rights,ftr,24,2.74,mobile,mobile,ftr,ftr,-0.17,-0.06,-0.11,lose,rights.to.ftr,ftr.to.ftr,keep
177,R1.f.F8.2017-03-16,live,7,f,5:15 PM,F8.2017-03-16,challenged,3.09,3/16/17,18.25,2.97,non mobile,mobile,rights,ftr,24,2.96,non mobile,mobile,rights,ftr,-0.13,-0.12,-0.01,lose,rights.to.rights,ftr.to.ftr,keep
178,R1.m.F7.2017-03-16,die,7,m,5:00 PM,F7.2017-03-16,challenged,3.22,3/16/17,18.33,3.13,mobile,lethargic,ftr,ftr,24.08,3.03,non mobile,non mobile,ftr,ftr,-0.19,-0.09,-0.1,lose,ftr.to.ftr,ftr.to.ftr,remove
179,R1.m.G3.2017-03-16,live,7,m,4:55 PM,G3.2017-03-16,challenged,3.12,3/16/17,18.33,3.04,mobile,mobile,ftr,ftr,24.08,2.93,mobile,mobile,ftr,ftr,-0.19,-0.08,-0.11,lose,ftr.to.ftr,ftr.to.ftr,keep
180,R2.m.F7.2017-03-16,die,7,m,5:00 PM,F7.2017-03-16,challenged,3.2,3/16/17,18.33,3.06,lethargic,mobile,rights,ftr,24.08,2.95,mobile,mobile,ftr,ftr,-0.25,-0.14,-0.11,lose,rights.to.ftr,ftr.to.ftr,remove
181,R2.m.F8.2017-03-16,die,7,m,5:15 PM,F8.2017-03-16,challenged,2.71,3/16/17,18.25,2.73,non mobile,mobile,rights,ftr,24,2.61,non mobile,non mobile,ftr,ftr,-0.1,0.02,-0.12,lose,rights.to.ftr,ftr.to.ftr,keep
182,R3.f.F8.2017-03-16,die,7,f,5:15 PM,F8.2017-03-16,challenged,3.16,3/16/17,18.25,3.06,lethargic,mobile,rights,ftr,24,3,mobile,mobile,ftr,ftr,-0.16,-0.1,-0.06,lose,rights.to.ftr,ftr.to.ftr,keep
183,R3.m.G3.2017-03-16,die,7,m,4:55 PM,G3.2017-03-16,challenged,3.35,3/16/17,18.33,3.16,non mobile,mobile,rights,ftr,24.08,3.1,mobile,mobile,ftr,ftr,-0.25,-0.19,-0.06,lose,rights.to.ftr,ftr.to.ftr,keep
184,R4.f.G3.2017-03-16,live,7,f,4:55 PM,G3.2017-03-16,challenged,3.16,3/16/17,18.33,3.02,non mobile,mobile,rights,ftr,24.08,2.96,mobile,mobile,rights,rights,-0.2,-0.14,-0.06,lose,rights.to.rights,ftr.to.rights,keep
185,R1.f.G8.2017-08-02,live,7,f,6:00 PM,G8.2017-08-02,non challenged,4.1,8/2/17,18.25,4.12,mobile,mobile,rights,rights,23.42,4.19,mobile,non mobile,rights,rights,0.09,0.02,0.07,gain,rights.to.rights,rights.to.rights,keep
186,R2.f.G8.2017-08-02,live,7,f,6:00 PM,G8.2017-08-02,non challenged,4.43,8/2/17,18.25,4.46,lethargic,non mobile,rights,rights,23.42,4.53,mobile,mobile,rights,rights,0.1,0.03,0.07,gain,rights.to.rights,rights.to.rights,keep
187,F2.m.G1.2017-08-04,live,8,m,3:00 PM,G1.2017-08-04,challenged,4.91,8/4/17,19.25,4.71,lethargic,lethargic,rights,ftr,25.92,4.56,mobile,lethargic,rights,rights,-0.35,-0.2,-0.15,lose,rights.to.rights,ftr.to.rights,keep
188,F3.f.G1.2017-08-04,live,8,f,3:00 PM,G1.2017-08-04,challenged,3.07,8/4/17,19.25,2.93,non mobile,mobile,rights,ftr,25.92,2.81,mobile,non mobile,rights,rights,-0.26,-0.14,-0.12,lose,rights.to.rights,ftr.to.rights,keep
189,R1.m.G1.2017-08-04,live,8,m,3:00 PM,G1.2017-08-04,challenged,3.59,8/4/17,19.25,3.39,non mobile,mobile,rights,ftr,25.92,3.35,lethargic,lethargic,rights,rights,-0.24,-0.2,-0.04,lose,rights.to.rights,ftr.to.rights,keep
190,R2.f.G1.2017-08-04,live,8,f,3:00 PM,G1.2017-08-04,challenged,4.69,8/4/17,19.25,4.41,mobile,mobile,rights,ftr,25.92,4.28,mobile,mobile,rights,rights,-0.41,-0.28,-0.13,lose,rights.to.rights,ftr.to.rights,keep
191,R3.m.G1.2017-08-04,live,8,m,3:00 PM,G1.2017-08-04,challenged,4.17,8/4/17,19.25,4.01,lethargic,mobile,rights,ftr,25.92,3.88,mobile,mobile,rights,rights,-0.29,-0.16,-0.13,lose,rights.to.rights,ftr.to.rights,keep
192,F2.m.G2.2017-08-30,die,7,m,5:20 PM,G2.2017-08-30,challenged,4.6,8/30/17,18.08,4.54,lethargic,mobile,rights,ftr,23.83,4.36,lethargic,lethargic,rights,rights,-0.24,-0.06,-0.18,lose,rights.to.rights,ftr.to.rights,keep
193,F3.f.G2.2017-08-30,die,7,f,5:20 PM,G2.2017-08-30,challenged,4.17,8/30/17,18.08,4.03,non mobile,lethargic,rights,ftr,23.83,3.89,non mobile,lethargic,rights,ftr,-0.28,-0.14,-0.14,lose,rights.to.rights,ftr.to.ftr,keep
194,R1.m.G2.2017-08-30,live,7,m,5:20 PM,G2.2017-08-30,challenged,4.39,8/30/17,18.08,4.23,lethargic,mobile,rights,ftr,23.83,4.13,lethargic,lethargic,rights,ftr,-0.26,-0.16,-0.1,lose,rights.to.rights,ftr.to.ftr,keep
